epoch,train_loss,train_acc,val_acc,lr,time_s,peak_mem_mb
1,5.113,1.862,2.713,0.0001,6.1,6686.4
2,4.3619,5.638,10.691,0.0002,4.9,6686.4
3,3.1001,25.0,36.011,0.0003,4.7,6686.4
4,1.8618,53.457,56.17,0.0004,4.7,6686.4
5,1.0458,72.234,66.436,0.0005,4.6,6686.4
6,0.6247,82.819,70.638,0.0006,4.7,6686.4
7,0.4252,88.777,71.596,0.0007,4.7,6686.4
8,0.2845,93.245,73.83,0.0008,4.6,6686.4
9,0.1869,96.277,74.202,0.0009,4.9,6686.4
10,0.1266,98.085,74.681,0.001,5.1,6686.4
11,0.0855,99.202,74.947,0.000995,4.5,6686.4
12,0.0639,99.628,75.053,0.000977,4.6,6686.4
13,0.0457,99.894,75.426,0.000948,4.6,6686.4
14,0.039,99.84,75.957,0.000908,4.6,6686.4
15,0.0314,99.84,76.223,0.000857,4.6,6686.4
16,0.0278,99.894,76.596,0.000798,4.9,6686.4
17,0.0218,100.0,76.702,0.000732,4.8,6686.4
18,0.0198,100.0,76.702,0.00066,4.6,6686.4
19,0.0178,100.0,76.383,0.000584,4.7,6686.4
20,0.0159,100.0,76.968,0.000506,4.6,6686.4
21,0.0143,100.0,76.915,0.000428,4.7,6686.4
22,0.0149,100.0,76.968,0.000351,4.7,6686.4
23,0.0146,99.947,77.074,0.000278,4.7,6686.4
24,0.0134,99.947,76.489,0.000211,5.0,6686.4
25,0.0132,99.947,76.915,0.000151,5.0,6686.4
26,0.0133,99.947,76.809,9.9e-05,4.6,6686.4
27,0.0123,100.0,76.915,5.8e-05,4.6,6686.4
28,0.0131,99.947,76.915,2.7e-05,4.7,6686.4
29,0.013,100.0,76.915,8e-06,4.6,6686.4
30,0.0139,99.947,76.915,1e-06,4.7,6686.4
